ITEM;CÓDIGOS;CLASSE;DESCRIÇÃO;UNIDADE;VALOR
001.03.165;7043;;"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6,41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/H A 23 MCA / 0 M3/H - CHI DIURNO. AF_10/2014";CHI;0,24
001.03.166;7050;;ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 125 HP, PESO OPERACIONAL SEM/COM LASTRO 11,95 / 13,30 T, IMPACTO DINAMICO 38,5 / 22,5 T, LARGURA DE TRABALHO 2,15 M - CHI DIURNO. AF_06/2014;CHI;40,66
001.03.167;67827;;CAMINHÃO BASCULANTE 6 M3 TOCO, PESO BRUTO TOTAL 16.000 KG, CARGA ÚTIL MÁXIMA 11.130 KG, DISTÂNCIA ENTRE EIXOS 5,36 M, POTÊNCIA 185 CV, INCLUSIVE CAÇAMBA METÁLICA - CHI DIURNO. AF_06/2014;CHI;32,39
001.03.168;73395;;GRUPO GERADOR ESTACIONÁRIO, MOTOR DIESEL POTÊNCIA 170 KVA - CHI DIURNO. AF_02/2016;CHI;4,69
001.03.169;83766;;GRUPO DE SOLDAGEM COM GERADOR A DIESEL 60 CV PARA SOLDA ELÉTRICA, SOBRE 04 RODAS, COM MOTOR 4 CILINDROS 600 A - CHI DIURNO. AF_02/2016;CHI;22,14
001.03.170;84013;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17,8 T, POTÊNCIA LÍQUIDA 110 HP - CHI DIURNO. AF_10/2014;CHI;48,77
001.03.171;87446;;BETONEIRA CAPACIDADE NOMINAL 400 L, CAPACIDADE DE MISTURA 310 L, MOTOR A DIESEL POTÊNCIA 5,0 HP, SEM CARREGADOR - CHI DIURNO. AF_06/2014;CHI;0,41
001.03.172;88392;;MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELÉTRICO POTÊNCIA 5 CV - CHI DIURNO. AF_06/2014;CHI;0,81
001.03.173;88398;;MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - CHI DIURNO. AF_06/2014;CHI;0,96
001.03.174;88404;;MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELÉTRICO POTÊNCIA 3 CV - CHI DIURNO. AF_06/2014;CHI;0,76
001.03.175;88430;;PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJEÇÃO 1,5 M3/H, ALCANCE DE 30 ATÉ 60 M, MOTOR ELÉTRICO POTÊNCIA 7,5 HP - CHI DIURNO. AF_06/2014;CHI;5
001.03.176;88438;;PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJEÇÃO 2 M3/H, ALCANCE ATÉ 50 M, MOTOR ELÉTRICO POTÊNCIA 7,5 HP - CHI DIURNO. AF_06/2014;CHI;6,62
001.03.177;88831;;BETONEIRA CAPACIDADE NOMINAL DE 400 L, CAPACIDADE DE MISTURA 310 L, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 HP, SEM CARREGADOR - CHI DIURNO. AF_10/2014;CHI;0,3
001.03.178;88844;;TRATOR DE ESTEIRAS, POTÊNCIA 125 HP, PESO OPERACIONAL 12,9 T, COM LÂMINA 2,7 M3 - CHI DIURNO. AF_10/2014;CHI;57,14
001.03.179;88908;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 1,20 M3, PESO OPERACIONAL 21 T, POTÊNCIA BRUTA 155 HP - CHI DIURNO. AF_06/2014;CHI;53,85
001.03.180;89022;;BOMBA SUBMERSÍVEL ELÉTRICA TRIFÁSICA, POTÊNCIA 2,96 HP, Ø ROTOR 144 MM SEMI-ABERTO, BOCAL DE SAÍDA Ø 2”, HM/Q = 2 MCA / 38,8 M3/H A 28 MCA / 5 M3/H - CHI DIURNO. AF_06/2014;CHI;0,2
001.03.181;89027;;TANQUE DE ASFALTO ESTACIONÁRIO COM MAÇARICO, CAPACIDADE 20.000 L - CHI DIURNO. AF_06/2014;CHI;2,06
001.03.182;89031;;TRATOR DE ESTEIRAS, POTÊNCIA 100 HP, PESO OPERACIONAL 9,4 T, COM LÂMINA 2,19 M3 - CHI DIURNO. AF_06/2014;CHI;55,35
001.03.183;89036;;TRATOR DE PNEUS, POTÊNCIA 85 CV, TRAÇÃO 4X4, PESO COM LASTRO DE 4.675 KG - CHI DIURNO. AF_06/2014;CHI;22,86
001.03.184;89218;;BATE-ESTACAS POR GRAVIDADE, POTÊNCIA DE 160 HP, PESO DO MARTELO ATÉ 3 TONELADAS - CHI DIURNO. AF_11/2014;CHI;43,51
001.03.185;89226;;BETONEIRA CAPACIDADE NOMINAL DE 600 L, CAPACIDADE DE MISTURA 360 L, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 4 CV, SEM CARREGADOR - CHI DIURNO. AF_11/2014;CHI;1,24
001.03.186;89227;;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO LISO DE ACO, POTENCIA 80 HP, PESO OPERACIONAL MAXIMO 8,5 T, LARGURA TRABALHO 1,676 M - CHI DIURNO. AF_06/2014;CHI;34,43
001.03.187;89235;;FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 1,0 M, POTÊNCIA 208 HP - CHI DIURNO. AF_11/2014;CHI;88,6
001.03.188;89243;;FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, POTÊNCIA 550 HP - CHI DIURNO. AF_11/2014;CHI;184,07
001.03.189;89251;;RECICLADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, POTÊNCIA 422 HP - CHI DIURNO. AF_11/2014;CHI;162,19
001.03.190;89258;;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - CHI DIURNO. AF_11/2014;CHI;58,9
001.03.191;89273;;GUINDASTE HIDRÁULICO AUTOPROPELIDO, COM LANÇA TELESCÓPICA 28,80 M, CAPACIDADE MÁXIMA 30 T, POTÊNCIA 97 KW, TRAÇÃO 4 X 4 - CHI DIURNO. AF_11/2014;CHI;66,51
001.03.192;89279;;BETONEIRA CAPACIDADE NOMINAL DE 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A DIESEL POTÊNCIA 10 HP, COM CARREGADOR - CHI DIURNO. AF_11/2014;CHI;1,51
001.03.193;89877;;CAMINHÃO BASCULANTE 14 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 36000 KG, POTÊNCIA 286 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHI DIURNO. AF_12/2014;CHI;42,28
001.03.194;89884;;CAMINHÃO BASCULANTE 18 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45000 KG, POTÊNCIA 330 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHI DIURNO. AF_12/2014;CHI;44,03
001.03.195;90587;;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - CHI DIURNO. AF_06/2015;CHI;1,15
001.03.196;90626;;"PERFURATRIZ MANUAL, TORQUE MÁXIMO 83 N.M, POTÊNCIA 5 CV, COM DIÂMETRO MÁXIMO 4"" - CHI DIURNO. AF_06/2015";CHI;1,9
001.03.197;90632;;"PERFURATRIZ SOBRE ESTEIRA, TORQUE MÁXIMO 600 KGF, PESO MÉDIO 1000 KG, POTÊNCIA 20 HP, DIÂMETRO MÁXIMO 10"" - CHI DIURNO. AF_06/2015";CHI;54,52
001.03.198;90638;;MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - CHI DIURNO. AF_06/2015;CHI;3,84
001.03.199;90644;;BOMBA TRIPLEX, PARA INJEÇÃO DE NATA DE CIMENTO, VAZÃO MÁXIMA DE 100 LITROS/MINUTO, PRESSÃO MÁXIMA DE 70 BAR - CHI DIURNO. AF_06/2015;CHI;6,62
001.03.200;90651;;BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 15 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - CHI DIURNO. AF_06/2015;CHI;0,68
001.03.201;90657;;BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - CHI DIURNO. AF_06/2015;CHI;4,31
001.03.202;90663;;BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - CHI DIURNO. AF_06/2015;CHI;4,62
001.03.203;90669;;PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PCM E MOTOR DIESEL DE 20 CV - CHI DIURNO. AF_06/2015;CHI;4,35
001.03.204;90675;;PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - CHI DIURNO. AF_06/2015;CHI;193,35
001.03.205;90681;;PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHI DIURNO. AF_06/2015;CHI;106,46
001.03.206;90687;;MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - CHI DIURNO. AF_06/2015;CHI;44,69
001.03.207;90693;;MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - CHI DIURNO. AF_06/2015;CHI;28,03
001.03.208;90965;;COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - CHI DIURNO. AF_06/2015;CHI;3,62
001.03.209;90973;;COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 81 CV - CHI DIURNO. AF_06/2015;CHI;3,63
001.03.210;90982;;COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - CHI DIURNO. AF_06/2015;CHI;9,24
001.03.211;91001;;COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 110 CV - CHI DIURNO. AF_06/2015;CHI;4,31
001.03.212;91032;;CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - CHI DIURNO. AF_06/2015;CHI;32,19
001.03.213;91278;;PLACA VIBRATÓRIA REVERSÍVEL COM MOTOR 4 TEMPOS A GASOLINA, FORÇA CENTRÍFUGA DE 25 KN (2500 KGF), POTÊNCIA 5,5 CV - CHI DIURNO. AF_08/2015;CHI;1,08
001.03.214;91285;;"CORTADORA DE PISO COM MOTOR 4 TEMPOS A GASOLINA, POTÊNCIA DE 13 HP, COM DISCO DE CORTE DIAMANTADO SEGMENTADO PARA CONCRETO, DIÂMETRO DE 350 MM, FURO DE 1"" (14 X 1"") - CHI DIURNO. AF_08/2015";CHI;0,97
001.03.215;91387;;CAMINHÃO BASCULANTE 10 M3, TRUCADO CABINE SIMPLES, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - CHI DIURNO. AF_06/2014;CHI;35,64
001.03.216;91395;;CAMINHÃO TOCO, PBT 14.300 KG, CARGA ÚTIL MÁX. 9.710 KG, DIST. ENTRE EIXOS 3,56 M, POTÊNCIA 185 CV, INCLUSIVE CARROCERIA FIXA ABERTA DE MADEIRA P/ TRANSPORTE GERAL DE CARGA SECA, DIMEN. APROX. 2,50 X 6,50 X 0,50 M - CHI DIURNO. AF_06/2014;CHI;32,23
001.03.217;91486;;ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLAÇÃO TÉRMICA, AQUECIDO COM 2 MAÇARICOS, COM BARRA ESPARGIDORA 3,60 M, MONTADO SOBRE CAMINHÃO  TOCO, PBT 14.300 KG, POTÊNCIA 185 CV - CHI DIURNO. AF_08/2015;CHI;37,52
001.03.218;91534;;COMPACTADOR DE SOLOS DE PERCUSSÃO (SOQUETE) COM MOTOR A GASOLINA 4 TEMPOS, POTÊNCIA 4 CV - CHI DIURNO. AF_08/2015;CHI;1,73
001.03.219;91635;;GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6500 KG, MOMENTO MÁXIMO DE CARGA 5,8 TM, ALCANCE MÁXIMO HORIZONTAL 7,60 M, INCLUSIVE CAMINHÃO TOCO PBT 9.700 KG, POTÊNCIA DE 160 CV - CHI DIURNO. AF_08/2015;CHI;30,93
001.03.220;91646;;CAMINHÃO DE TRANSPORTE DE MATERIAL ASFÁLTICO 30.000 L, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 66.000 KG, POTÊNCIA 360 CV, INCLUSIVE TANQUE DE ASFALTO COM SERPENTINA - CHI DIURNO. AF_08/2015;CHI;48,17
001.03.221;91693;;"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015";CHI;0,06
001.03.222;92044;;DISTRIBUIDOR DE AGREGADOS REBOCAVEL, CAPACIDADE 1,9 M³, LARGURA DE TRABALHO 3,66 M - CHI DIURNO. AF_11/2015;CHI;3,72
001.03.223;92107;;CAMINHÃO PARA EQUIPAMENTO DE LIMPEZA A SUCÇÃO COM CAMINHÃO TRUCADO DE PESO BRUTO TOTAL 23000 KG, CARGA ÚTIL MÁXIMA 15935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV, INCLUSIVE LIMPADORA A SUCÇÃO, TANQUE 12000 L - CHI DIURNO. AF_11/2015;CHI;39,12
001.03.224;92113;;PENEIRA ROTATIVA COM MOTOR ELÉTRICO TRIFÁSICO DE 2 CV, CILINDRO DE 1 M X 0,60 M, COM FUROS DE 3,17 MM - CHI DIURNO. AF_11/2015;CHI;1,18
001.03.225;92119;;DOSADOR DE AREIA, CAPACIDADE DE 26 LITROS - CHI DIURNO. AF_11/2015;CHI;0,97
001.03.226;92139;;CAMINHONETE COM MOTOR A DIESEL, POTÊNCIA 180 CV, CABINE DUPLA, 4X4 - CHI DIURNO. AF_11/2015;CHI;22,84
001.03.227;92146;;CAMINHONETE CABINE SIMPLES COM MOTOR 1.6 FLEX, CÂMBIO MANUAL, POTÊNCIA 101/104 CV, 2 PORTAS - CHI DIURNO. AF_11/2015;CHI;17,44
001.03.228;92243;;CAMINHÃO DE TRANSPORTE DE MATERIAL ASFÁLTICO 20.000 L, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45.000 KG, POTÊNCIA 330 CV, INCLUSIVE TANQUE DE ASFALTO COM MAÇARICO - CHI DIURNO. AF_12/2015;CHI;39,24
001.03.229;92717;;APARELHO PARA CORTE E SOLDA OXI-ACETILENO SOBRE RODAS, INCLUSIVE CILINDROS E MAÇARICOS - CHI DIURNO. AF_12/2015;CHI;0,2
001.03.230;92961;;MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, POTÊNCIA 14 CV - CHI DIURNO. AF_12/2015;CHI;3,61
001.03.231;92967;;MARTELO PERFURADOR PNEUMÁTICO MANUAL, HASTE 25 X 75 MM, 21 KG - CHI DIURNO. AF_12/2015;CHI;10,63
001.03.232;93225;;PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 32 M, DIÂMETRO MÁXIMO DE 1000 MM, POTÊNCIA INSTALADA DE 350 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 263 KNM - CHI DIURNO. AF_01/2016;CHI;291,86
001.03.233;93234;;BETONEIRA CAPACIDADE NOMINAL 400 L, CAPACIDADE DE MISTURA 310 L, MOTOR A GASOLINA POTÊNCIA 5,5 HP, SEM CARREGADOR - CHI DIURNO. AF_02/2016;CHI;0,38
001.03.234;93242;;ROLO COMPACTADOR VIBRATÓRIO TANDEM, CILINDROS LISOS DE AÇO PARA SOLO/ASFALTO, POTÊNCIA 45 HP, PESO MÁXIMO OPERACIONAL 4 T - CHI DIURNO. AF_02/2016;CHI;29,28
001.03.235;93244;;ROLO COMPACTADOR VIBRATÓRIO PÉ DE CARNEIRO PARA SOLOS, POTÊNCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4 / 8,8 T, LARGURA DE TRABALHO 1,68 M - CHI DIURNO. AF_02/2016;CHI;34,35
001.03.236;93274;;GRUA ASCENSIONAL, LANÇA DE 30 M, CAPACIDADE DE 1,0 T A 30 M, ALTURA ATÉ 39 M - CHI DIURNO. AF_03/2016;CHI;45,8
001.03.237;93282;;GUINCHO ELÉTRICO DE COLUNA, CAPACIDADE 400 KG, COM MOTO FREIO, MOTOR TRIFÁSICO DE 1,25 CV - CHI DIURNO. AF_03/2016;CHI;10,25
001.03.238;93288;;GUINDASTE HIDRÁULICO AUTOPROPELIDO, COM LANÇA TELESCÓPICA 40 M, CAPACIDADE MÁXIMA 60 T, POTÊNCIA 260 KW - CHI DIURNO. AF_03/2016;CHI;109,27
001.03.239;93416;;GERADOR PORTÁTIL MONOFÁSICO, POTÊNCIA 5500 VA, MOTOR A GASOLINA, POTÊNCIA DO MOTOR 13 CV - CHI DIURNO. AF_03/2016;CHI;0,22
001.03.240;93422;;GRUPO GERADOR REBOCÁVEL, POTÊNCIA 66 KVA, MOTOR A DIESEL - CHI DIURNO. AF_03/2016;CHI;2,95
001.03.241;93428;;GRUPO GERADOR ESTACIONÁRIO, POTÊNCIA 150 KVA, MOTOR A DIESEL- CHI DIURNO. AF_03/2016;CHI;4,17
001.03.242;93434;;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 40 A 80 TON/HORA - CHI DIURNO. AF_03/2016;CHI;163,82
001.03.243;93440;;USINA DE ASFALTO À FRIO, CAPACIDADE DE 40 A 60 TON/HORA, ELÉTRICA POTÊNCIA 30 CV - CHI DIURNO. AF_03/2016;CHI;71,2
001.03.244;5834;;USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATÓRIA, CAPCIDADE 200/500 TON, 201HP - CHI NOTURNO;CHI-N;208,09
001.03.245;5089;;ROLO COMPACTADOR VIBRATÓRIO PÉ DE CARNEIRO PARA SOLOS, POTÊNCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4 / 8,8 T, LARGURA DE TRABALHO 1,68 M - MANUTENÇÃO. AF_02/2016;H;17,05
001.03.246;5627;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - DEPRECIAÇÃO. AF_06/2014;H;26,18
001.03.247;5628;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - JUROS. AF_06/2014;H;5,89
001.03.248;5629;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - MANUTENÇÃO. AF_06/2014;H;36,82
001.03.249;5630;;ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - MATERIAIS NA OPERAÇÃO. AF_06/2014;H;54,15
001.03.250;5658;;GRADE DE DISCO CONTROLE REMOTO REBOCÁVEL, COM 24 DISCOS 24” X 6 MM COM PNEUS PARA TRANSPORTE - MANUTENÇÃO. AF_06/2014;H;2,29
001.03.251;5664;;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X4, POTÊNCIA LÍQ. 88 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,26 M3, PESO OPERACIONAL MÍN. 6.674 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - MANUTENÇÃO. AF_06/2014;H;15,59
001.03.252;5667;;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X2, POTÊNCIA LÍQ. 79 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,20 M3, PESO OPERACIONAL MÍN. 6.570 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - MANUTENÇÃO. AF_06/2014;H;13,87
001.03.253;5668;;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X2, POTÊNCIA LÍQ. 79 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,20 M3, PESO OPERACIONAL MÍN. 6.570 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - MATERIAIS NA OPERAÇÃO. AF_06/2014;H;41,46
001.03.254;5674;;ROLO COMPACTADOR VIBRATÓRIO DE UM CILINDRO AÇO LISO, POTÊNCIA 80 HP, PESO OPERACIONAL MÁXIMO 8,1 T, IMPACTO DINÂMICO 16,15 / 9,5 T, LARGURA DE TRABALHO 1,68 M - MANUTENÇÃO. AF_06/2014;H;16,39
001.03.255;5675;;ROLO COMPACTADOR VIBRATÓRIO TANDEM, CILINDROS LISOS DE AÇO PARA SOLO/ASFALTO, POTÊNCIA 45 HP, PESO MÁXIMO OPERACIONAL 4 T - DEPRECIAÇÃO. AF_02/2016;H;11
001.03.256;5676;;ROLO COMPACTADOR VIBRATÓRIO TANDEM, CILINDROS LISOS DE AÇO PARA SOLO/ASFALTO, POTÊNCIA 45 HP, PESO MÁXIMO OPERACIONAL 4 T - MANUTENÇÃO. AF_02/2016;H;12,22
001.03.257;5677;;ROLO COMPACTADOR VIBRATÓRIO TANDEM, CILINDROS LISOS DE AÇO PARA SOLO/ASFALTO, POTÊNCIA 45 HP, PESO MÁXIMO OPERACIONAL 4 T - MATERIAIS NA OPERAÇÃO. AF_02/2016;H;21,94
001.03.258;5692;;"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - MANUTENÇÃO. AF_06/2014";H;0,1
001.03.259;5693;;"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - MATERIAIS NA OPERAÇÃO. AF_06/2014";H;4,79
001.03.260;5695;;CAMINHÃO BASCULANTE 6 M3, PESO BRUTO TOTAL 16.000 KG, CARGA ÚTIL MÁXIMA 13.071 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - MANUTENÇÃO. AF_06/2014;H;19,9
001.03.261;5696;;USINA DE ASFALTO A QUENTE FIXA CAP.40/80 TON/H-DEPRECIACA0 E JUROS;H;203,94
001.03.262;5697;;USINA DE ASFALTO A QUENTE FIXA CAP.40/80 TON/H-MANUTENCAO;H;133,2
001.03.263;5698;;USINA DE ASFALTO A QUENTE FIXA CAP.40/80 TON/H-MATERIAL E OPERACAO;H;9,46
001.03.264;5699;;USINA DA ASFALTO A QUENTE, FIXA, CAPACIDADE 40 A 80TON/H - MÃO-DE-OBRA NA OPERAÇÃO DIURNA;H;73,49
001.03.265;5701;;CAMINHAO BASCULANTE, 162HP- 6M3 /MAO-DE-OBRA NA OPERACAO NOTURNA;H;11,47
001.03.266;5702;;USINA DE CONCRETO FIXA CAPACIDADE 90/120 M³, 63HP - DEPRECIAÇÃO E JUROS;H;52,45
001.03.267;5703;;USINA DE CONCRETO FIXA CAPACIDADE 90/120 M³, 63HP - MATERIAIS NA OPERAÇÃO;H;26,46
001.03.268;5704;;USINA DE CONCRETO FIXA CAPACIDADE 90/120 M³, 63HP - MÃO-DE-OBRA NA OPERAÇÃO DIURNA;H;48,99
001.03.269;5705;;CAMINHÃO TOCO, PBT 16.000 KG, CARGA ÚTIL MÁX. 10.685 KG, DIST. ENTRE EIXOS 4,8 M, POTÊNCIA 189 CV, INCLUSIVE CARROCERIA FIXA ABERTA DE MADEIRA P/ TRANSPORTE GERAL DE CARGA SECA, DIMEN. APROX. 2,5 X 7,00 X 0,50 M - MANUTENÇÃO. AF_06/2014;H;11,67
001.03.270;5706;;USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATÓRIA, CAPCIDADE 200/500 TON, 201HP - DEPRECIAÇÃO E JUROS;H;105,2
001.03.271;5707;;USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATÓRIA, CAPCIDADE 200/500 TON, 201HP - MANUTENÇÃO;H;68,63
001.03.272;5708;;USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATÓRIA, CAPCIDADE 200/500 TON, 201HP - MÃO-DE-OBRA NA OPERAÇÃO NOTURNA;H;102,88
001.03.273;5710;;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - MANUTENÇÃO. AF_11/2014;H;49,05
001.03.274;5711;;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - MATERIAIS NA OPERAÇÃO. AF_11/2014;H;51,24
